,Unnamed: 0,Name,IP,H,H2,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,WPA,aLI,RE24,GameDate,interceptRow,birthday,ages,targets,NextGame,DaysRest
27011,58702,dreifda01,5.2,4,4,3,3,5,6,0,4.94,24,93,51,25,9,17,5,8,4,0,50,-0.095,1.39,-0.6,2001-06-24,1.0,1972-05-03,25.1772758385,1.0,2001-06-29,5
27104,43486,dresery01,6.1,10,10,6,5,0,2,1,6.04,27,81,53,36,4,13,16,9,1,0,33,-0.373,1.35,-1.8,2005-06-01,1.0,1976-04-05,25.1882272416,1.0,2005-06-07,6
27115,50822,dresery01,5.1,9,9,6,5,3,2,0,5.67,27,96,58,33,6,19,12,10,6,0,27,-0.189,0.7,-4.1,2005-08-11,1.0,1976-04-05,25.3579739904,1.0,2005-08-18,7
27117,50888,dresery01,4.0,5,5,4,1,4,3,0,2.25,20,81,48,27,6,15,8,5,2,0,41,-0.222,1.05,-1.8,2006-04-09,1.0,1976-04-05,25.9274469541,1.0,2006-04-14,5
27135,72549,drewti01,5.2,4,4,2,2,1,6,0,2.81,22,90,58,41,10,7,7,8,2,0,58,0.214,0.7,0.5,2002-09-29,1.0,1978-08-31,20.8021902806,1.0,2003-07-06,280
27210,116662,duchsju01,3.1,7,7,4,3,0,1,1,2.61,19,76,50,32,5,13,8,9,5,0,33,-0.22,1.24,-2.2,2003-09-14,1.0,1977-11-19,22.3052703628,1.0,2003-09-20,6
27211,83622,duchsju01,4.0,6,6,3,3,1,5,0,3.77,20,86,51,28,7,16,4,9,4,0,42,-0.126,1.2,-0.8,2003-09-20,1.0,1977-11-19,22.3189596167,1.0,2008-04-04,1658
27232,84404,duchsju01,6.1,6,6,3,3,1,8,2,2.59,26,107,65,27,12,26,11,5,1,0,56,0.019,0.82,0.6,2008-08-13,1.0,1977-11-19,26.5516769336,1.0,2008-08-18,5
27311,17403,duckwbr01,6.0,5,5,1,1,1,5,0,4.78,24,106,62,38,6,18,8,10,3,0,62,0.205,0.92,2.5,2006-07-18,1.0,1976-01-23,26.3353867214,1.0,2006-07-23,5
27313,55326,duckwbr01,6.1,4,4,0,0,1,2,0,0.0,24,90,49,31,1,17,11,10,2,0,66,0.29,1.07,2.9,2007-04-08,1.0,1976-01-23,26.9596167009,1.0,2007-04-13,5
27524,79621,dukeza01,7.0,2,2,0,0,1,5,0,1.87,24,103,69,46,5,18,10,8,3,0,77,0.306,0.78,3.4,2005-08-18,1.0,1983-04-19,19.2936344969,1.0,2005-08-23,5
27579,1696,dukeza01,5.1,9,9,1,1,2,2,1,5.44,24,98,62,44,4,14,16,4,1,0,46,0.121,1.05,1.4,2007-06-22,1.0,1983-04-19,20.887063655,1.0,2007-06-28,6
27699,13419,dumatph01,5.0,5,5,5,5,5,3,0,3.84,24,99,53,33,4,16,8,8,6,0,35,-0.189,1.06,-2.3,2008-06-13,1.0,1981-07-12,23.2580424367,1.0,2008-06-19,6
27700,23069,dumatph01,5.0,11,11,9,9,0,2,2,4.66,25,102,66,40,5,21,9,14,7,0,11,-0.468,1.03,-5.6,2008-06-19,1.0,1981-07-12,23.2717316906,1.0,2008-07-07,18
27847,96349,eatonad01,3.1,8,8,5,5,1,6,0,3.5,21,101,64,40,14,10,6,7,4,0,29,-0.346,0.85,-4.0,2003-04-29,1.0,1977-11-23,21.9685147159,1.0,2003-05-04,5
27918,96711,eatonad01,7.0,6,6,0,0,1,9,0,3.18,28,117,79,46,14,19,6,12,4,0,73,0.361,0.98,3.2,2005-06-09,1.0,1977-11-23,23.794661191,1.0,2005-06-15,6
27963,64770,eatonad01,4.1,9,9,6,6,3,3,1,6.09,24,96,58,42,3,13,5,13,5,0,21,-0.285,0.6,-4.1,2007-08-05,1.0,1977-11-23,25.6563997262,1.0,2007-08-11,6
28191,54435,elartsc01,0.0,0,0,0,0,0,0,0,6.92,1,5,2,2,0,0,0,0,0,0,50,-0.036,0.91,-0.4,2001-07-08,1.0,1976-02-23,21.9192334018,1.0,2001-07-16,8
28285,55234,elartsc01,3.1,9,9,5,5,2,1,0,5.38,21,70,41,27,1,13,5,12,7,0,21,-0.365,1.24,-3.3,2006-07-08,1.0,1976-02-23,26.2395619439,1.0,2006-07-16,8
28293,55386,elartsc01,2.0,5,5,6,6,3,0,1,8.54,13,44,24,16,1,7,4,6,2,0,19,-0.402,0.97,-4.7,2007-06-14,1.0,1976-02-23,27.0444900753,1.0,2007-06-19,5
28485,34721,eldreca01,4.0,9,9,8,8,3,3,1,18.0,26,85,49,28,10,11,6,11,7,0,12,-0.442,1.12,-5.8,2001-04-04,1.0,1967-11-24,28.8213552361,1.0,2001-04-11,7
28554,100343,ellisro02,6.0,8,8,3,3,1,4,2,5.09,27,94,60,35,7,18,6,16,6,0,47,-0.07,0.67,0.1,2001-07-15,1.0,1970-12-15,26.4202600958,1.0,2001-07-19,4
28581,33490,embreal01,6.0,7,7,4,4,2,6,2,6.43,28,108,72,40,12,20,8,12,4,0,46,-0.078,0.87,-1.2,1992-09-28,1.0,1970-01-23,19.5947980835,1.0,1992-10-03,5
29107,12512,ericksc01,1.2,6,6,6,6,2,1,1,5.32,13,50,32,21,3,8,4,6,3,0,18,-0.381,0.88,-5.5,2002-08-23,1.0,1968-02-02,29.8535249829,1.0,2002-08-31,8
29284,116834,escobke01,6.0,3,3,2,2,1,3,1,3.86,22,80,49,25,7,17,7,11,6,0,60,0.282,0.73,1.6,2004-09-28,1.0,1976-04-11,24.5941136208,1.0,2004-10-02,4
29288,1327,escobke01,7.1,6,6,3,3,2,5,1,3.1,30,103,65,38,8,19,9,14,2,0,57,0.2,1.15,1.4,2005-05-06,1.0,1976-04-11,25.1143052704,1.0,2005-05-11,5
29308,1543,escobke01,7.0,8,8,0,0,0,6,0,3.84,27,103,70,39,17,14,9,12,3,0,67,0.243,0.73,3.9,2006-07-01,1.0,1976-04-11,26.1081451061,1.0,2006-07-06,5
29323,1627,escobke01,5.1,3,3,3,2,5,4,1,3.38,25,103,57,29,12,16,9,7,2,0,51,0.084,1.27,0.8,2007-04-03,1.0,1976-04-11,26.7624914442,1.0,2007-04-08,5
29542,104675,estessh01,6.2,6,6,3,3,3,3,0,3.67,28,112,62,35,11,16,14,8,5,0,50,0.181,1.27,1.7,2001-08-16,1.0,1973-02-18,24.6132785763,1.0,2001-08-22,6
29653,4417,estessh01,2.1,5,5,8,7,3,0,1,4.3,16,73,39,29,1,9,7,6,3,0,14,-0.351,0.76,-5.0,2005-06-30,1.0,1973-02-18,27.9589322382,1.0,2005-07-05,5
29658,59429,estessh01,4.1,3,3,3,3,2,4,0,4.8,19,71,40,19,7,14,6,6,1,0,47,-0.24,1.4,-1.4,2005-09-28,1.0,1973-02-18,28.1724845996,1.0,2006-04-05,189
29662,97183,estessh01,6.0,3,3,2,2,4,5,0,2.33,25,95,57,29,9,19,12,4,3,0,59,0.018,1.52,0.8,2008-05-23,1.0,1973-02-18,30.4613278576,1.0,2008-05-28,5
29913,120655,eyresc01,7.0,6,6,3,3,1,7,2,8.36,26,104,62,32,8,22,8,10,4,0,59,0.15,0.58,1.0,2002-04-11,1.0,1972-05-30,25.8015058179,1.0,2002-04-17,6
29915,43828,eyrewi01,4.2,3,3,3,3,3,2,1,3.32,20,69,39,23,5,11,3,12,3,0,45,-0.077,0.87,-0.3,2007-06-26,1.0,1978-07-21,24.9938398357,1.0,2007-08-04,39
31031,52945,fettemi01,4.2,4,4,3,3,5,4,0,5.22,24,90,46,22,12,12,10,4,4,0,43,-0.222,1.43,-1.3,1991-09-26,1.0,1964-12-19,23.1266255989,1.0,1991-10-01,5
31166,63865,figuene01,6.2,6,6,3,3,2,2,1,4.2,29,91,58,35,5,18,9,16,3,0,50,0.012,1.1,0.0,2002-04-30,1.0,1974-05-18,24.1478439425,1.0,2002-05-05,5
31583,34762,finlech01,6.2,7,7,3,3,1,8,1,4.97,28,99,65,30,15,20,8,11,6,0,55,-0.031,1.34,0.6,2001-05-23,1.0,1962-11-26,33.2539356605,1.0,2001-05-28,5
31585,34786,finlech01,4.2,4,4,2,2,3,4,0,5.94,21,86,47,31,4,12,5,8,2,0,49,-0.031,0.95,-0.1,2001-06-20,1.0,1962-11-26,33.3196440794,1.0,2001-06-25,5
32015,4006,florera01,6.0,7,7,4,4,2,2,0,7.24,27,88,54,30,8,16,9,12,8,0,42,-0.141,0.88,-0.7,2002-09-26,1.0,1975-07-31,23.4633812457,1.0,2004-10-03,738
32404,39520,foggjo01,7.0,7,7,2,1,2,3,0,4.91,29,98,61,36,4,21,12,12,7,0,58,0.161,1.07,1.9,2007-05-17,1.0,1976-12-13,26.2833675565,1.0,2007-05-22,5
32428,27301,foggjo01,2.0,7,7,9,9,2,3,1,13.09,16,63,41,23,4,14,3,7,2,0,7,-0.398,0.76,-7.4,2008-04-16,1.0,1976-12-13,27.0773442847,1.0,2008-05-31,45
32502,72672,foppeje01,6.1,6,6,4,4,3,2,2,5.11,28,102,58,34,10,14,12,10,1,0,44,-0.093,1.02,-0.9,2003-08-15,1.0,1980-07-10,19.9534565366,1.0,2003-08-20,5
32504,68680,foppeje01,5.2,5,5,3,2,5,2,1,3.18,26,95,49,31,4,14,6,13,4,0,46,0.005,1.41,0.4,2005-06-14,1.0,1980-07-10,21.5359342916,1.0,2005-06-19,5
32506,21765,fordbe01,6.1,5,5,2,2,3,5,0,2.84,26,87,51,26,11,14,7,9,5,0,57,0.024,1.05,0.6,2000-06-23,1.0,1975-08-15,21.4757015743,1.0,2000-06-28,5
32516,64103,fordma01,4.1,6,6,4,4,2,0,2,3.7,22,92,58,47,2,9,3,16,3,0,33,-0.267,1.19,-1.7,2003-07-10,1.0,1981-04-08,19.2251882272,1.0,2003-07-20,10
32552,120854,fossuca01,5.1,9,9,9,9,2,5,2,5.86,27,93,63,35,5,23,7,13,5,0,17,-0.7,1.17,-5.2,2003-05-31,1.0,1978-01-06,21.9411362081,1.0,2003-06-07,7
32554,16944,fossuca01,5.1,6,6,4,0,1,3,0,5.15,23,100,67,40,8,19,7,12,4,0,50,-0.159,0.82,-1.1,2003-08-08,1.0,1978-01-06,22.1054072553,1.0,2003-08-21,13
32616,112729,fossuca01,4.0,4,4,2,2,1,2,1,5.19,17,53,33,19,4,10,6,8,4,0,47,0.005,0.84,0.2,2006-05-19,1.0,1978-01-06,24.5065023956,1.0,2006-05-24,5
32733,49506,foulkke01,3.1,7,7,6,6,3,1,1,7.38,20,80,45,26,6,13,5,10,7,0,20,-0.248,0.69,-2.9,1997-07-16,1.0,1972-10-19,21.3744010951,1.0,1997-07-21,5
32857,55545,francje01,4.1,7,7,7,7,3,3,2,5.65,23,88,56,35,4,17,8,9,3,0,21,-0.413,0.6,-5.1,2008-06-23,1.0,1981-01-08,23.7207392197,1.0,2008-06-28,5
32953,100440,frankry01,5.2,3,3,0,0,0,2,0,4.97,20,68,51,25,11,15,6,12,2,0,65,0.286,0.89,2.6,2002-04-23,1.0,1973-03-05,25.1690622861,1.0,2002-05-01,8
33095,64161,frankwa01,4.2,9,9,8,3,2,5,0,5.34,26,80,51,33,5,13,8,11,6,0,27,-0.347,0.67,-5.8,2003-09-20,1.0,1974-03-09,25.5140314853,1.0,2003-09-26,6
33304,54171,fyhrimi01,6.0,4,4,3,2,2,2,1,5.15,25,107,60,45,7,8,9,12,1,0,54,0.079,1.17,0.6,1999-09-14,1.0,1969-12-09,25.7138945927,1.0,1999-09-19,5
33331,121624,gabbaka01,6.0,7,7,2,2,2,2,0,2.41,27,94,57,34,3,20,12,10,5,0,50,0.096,1.34,1.1,2008-04-16,1.0,1982-04-08,22.4832306639,1.0,2008-04-21,5
33339,123602,gabbaka01,5.1,6,6,3,3,2,5,1,4.96,24,98,57,28,10,19,14,3,1,0,47,-0.086,1.46,-0.9,2008-06-21,1.0,1982-04-08,22.6392881588,1.0,2008-06-27,6
33388,58760,gagneer01,4.0,5,5,4,4,3,3,1,4.97,20,75,44,26,5,13,3,11,5,0,36,-0.217,0.79,-2.1,2001-08-31,1.0,1976-01-07,22.1574264203,1.0,2001-10-03,33
33503,84406,gallase01,4.0,4,4,3,3,4,4,0,4.5,19,91,48,26,6,16,1,10,4,0,42,-0.084,1.1,-1.0,2008-08-14,1.0,1985-12-30,19.5455167693,1.0,2008-08-19,5
33529,64837,gallayo01,7.0,6,6,0,0,2,5,0,0.64,29,117,70,46,7,17,10,13,5,0,68,0.443,1.59,3.5,2008-04-25,1.0,1986-02-27,19.1430527036,1.0,2008-05-01,6
34028,22836,garcifr03,6.2,8,8,4,4,1,3,1,4.65,30,104,73,45,9,19,8,16,5,0,44,0.051,0.97,-0.1,2006-09-24,1.0,1976-10-06,25.8891170431,1.0,2006-09-29,5
34039,88464,garcifr03,5.1,9,9,7,6,2,5,2,5.11,25,98,64,42,6,16,6,12,3,0,27,-0.398,0.93,-2.9,2007-06-03,1.0,1976-10-06,26.4859685147,1.0,2007-06-08,5
34638,104641,gardnma01,1.2,6,6,4,4,0,1,0,5.74,11,43,29,17,4,8,4,6,4,0,28,-0.288,1.17,-3.2,2001-07-01,1.0,1962-03-01,33.9849418207,1.0,2001-07-06,5
35057,13365,garzama01,5.1,6,6,5,5,2,3,2,8.44,23,87,53,33,7,13,10,8,3,0,37,-0.218,1.15,-2.1,2008-04-02,1.0,1983-11-26,21.0376454483,1.0,2008-04-08,6
35291,35373,gassnda01,6.0,3,3,2,1,1,1,1,1.5,22,72,48,32,3,13,7,13,4,0,60,0.076,0.71,1.0,2005-04-16,1.0,1978-12-14,22.7542778919,1.0,2005-04-21,5
35783,75795,gieseda01,4.0,5,5,6,6,4,3,1,3.5,21,96,57,33,7,17,5,9,3,0,27,-0.317,1.18,-2.7,2008-06-27,1.0,1977-05-19,26.8747433265,1.0,2008-08-09,43
35804,35954,gintema01,4.0,8,8,4,4,1,3,1,4.2,20,77,50,35,4,11,8,8,3,0,32,-0.19,1.01,-1.9,2008-07-29,1.0,1977-12-24,26.4339493498,1.0,2008-08-03,5
36434,39651,glavito02,6.1,3,3,0,0,3,3,0,0.79,24,88,52,25,7,20,9,9,3,0,67,0.404,1.2,3.3,2008-04-07,1.0,1966-03-25,36.3175906913,1.0,2008-04-13,6
36442,31639,glavito02,6.0,5,5,2,2,2,5,0,4.56,24,95,62,32,11,19,11,6,1,0,57,-0.008,1.05,1.1,2008-05-30,1.0,1966-03-25,36.4435318275,1.0,2008-06-04,5
36444,27355,glavito02,3.0,6,6,4,4,4,0,1,4.85,18,72,38,22,2,14,7,7,4,0,27,-0.258,1.54,-2.4,2008-06-10,1.0,1966-03-25,36.4709103354,1.0,2008-08-14,65
36493,64481,glovega01,6.0,5,5,3,3,2,8,0,6.47,26,105,70,34,22,14,12,4,2,0,56,0.04,0.79,0.0,2005-09-24,1.0,1976-12-03,24.8898015058,1.0,2005-09-29,5
36528,12284,glynnry01,6.2,7,7,3,2,4,1,0,6.17,31,112,65,38,3,24,7,19,12,0,47,-0.059,0.85,0.4,2001-05-27,1.0,1974-11-01,22.9541409993,1.0,2001-06-01,5
36576,55238,gobblji01,4.0,6,6,4,4,2,3,0,4.88,22,90,51,30,6,15,6,10,5,0,35,-0.281,1.19,-2.4,2006-07-20,1.0,1981-07-19,21.6016427105,1.0,2006-07-27,7
36723,4849,gonzaed01,2.2,8,8,6,6,2,2,0,6.55,17,72,45,29,3,13,5,8,5,0,18,-0.43,1.05,-4.7,2008-04-29,1.0,1983-02-23,21.7549623546,1.0,2008-05-11,12
37211,121028,goodan01,3.2,8,8,7,6,1,0,2,5.0,21,73,43,32,3,8,7,12,4,0,18,-0.252,0.9,-3.9,2004-06-12,1.0,1979-09-19,21.3661875428,1.0,2004-07-03,21
37633,15982,gordoto01,6.0,6,6,2,2,1,4,0,3.64,25,96,63,35,12,16,12,8,5,0,55,0.147,1.18,1.4,1997-08-10,1.0,1967-11-18,25.6837782341,1.0,1997-08-15,5
37646,50994,gorzeto01,6.0,5,5,2,2,5,6,0,4.19,27,112,64,40,9,15,10,7,1,0,55,0.065,1.07,1.2,2006-08-10,1.0,1982-07-12,20.8021902806,1.0,2006-08-15,5
37903,30898,graveda01,7.0,8,8,3,3,3,4,2,5.18,31,93,63,46,5,12,7,17,7,0,50,0.008,1.27,0.4,2003-08-15,1.0,1973-08-07,25.9356605065,1.0,2003-08-21,6
38850,72126,grimsja01,5.0,3,3,1,1,3,3,1,2.36,20,77,46,27,6,13,8,6,1,0,57,0.204,1.15,1.9,2000-06-06,1.0,1967-08-07,28.3668720055,1.0,2000-06-30,24
39078,115276,guarded01,3.1,8,8,4,4,3,0,1,5.35,19,67,39,28,1,10,3,13,4,0,25,-0.23,0.94,-2.7,1995-06-04,1.0,1970-10-02,21.3141683778,1.0,1995-06-12,8
39241,72768,guerrma02,4.0,6,6,3,2,1,3,1,4.5,20,77,53,31,5,17,10,5,3,0,42,-0.124,0.8,-0.8,2004-06-17,1.0,1978-08-02,22.3545516769,1.0,2004-06-26,9
39451,13482,guthrje01,6.2,7,7,5,5,1,7,2,3.28,29,115,76,45,11,20,8,12,5,0,46,-0.218,0.76,-1.7,2008-08-23,1.0,1979-04-08,25.3798767967,1.0,2008-08-29,6
39702,99213,guthrma01,4.0,10,10,7,7,1,1,1,13.5,23,77,47,34,3,10,6,14,9,0,14,-0.433,1.1,-5.1,1994-04-11,1.0,1965-09-22,24.6652977413,1.0,1994-04-16,5
39718,88435,guzmaan01,5.1,9,9,4,4,1,6,1,3.57,24,74,54,27,8,19,7,10,4,0,39,-0.107,0.8,-0.4,2007-05-12,1.0,1981-12-14,21.9493497604,1.0,2007-05-17,5
40061,63516,guzmaju01,2.1,5,5,5,4,0,1,0,3.74,12,40,26,20,1,5,6,5,3,0,30,-0.315,1.29,-3.3,1999-10-02,1.0,1966-10-28,28.4490075291,1.0,2000-04-07,188
40076,38340,hackmlu01,5.0,7,7,7,7,6,3,1,9.69,27,94,56,32,11,13,4,14,6,0,22,-0.298,0.75,-3.5,1999-09-22,1.0,1974-10-10,21.5550992471,1.0,1999-09-28,6
40398,17029,hallaro01,6.0,7,7,5,5,5,3,0,4.02,27,98,63,39,3,21,11,8,5,0,36,-0.19,1.26,-1.4,2004-05-21,1.0,1977-05-14,23.3429158111,1.0,2004-05-27,6
40405,121051,hallaro01,6.0,12,12,5,5,1,2,0,4.03,29,96,63,37,8,18,15,11,6,0,29,-0.197,1.1,-1.5,2004-07-09,1.0,1977-05-14,23.4606433949,1.0,2004-07-16,7
40427,17231,hallaro01,8.0,5,5,1,1,2,6,0,2.33,30,101,67,42,7,18,14,8,2,0,72,0.464,1.49,3.4,2005-07-03,1.0,1977-05-14,24.3093771389,1.0,2005-07-08,5
40467,117192,hallaro01,5.1,12,12,9,9,2,3,0,3.59,29,99,65,43,6,16,14,10,7,0,9,-0.354,0.6,-4.6,2007-05-05,1.0,1977-05-14,25.8973305955,1.0,2007-05-10,5
40705,31297,hamelco01,5.0,1,1,0,0,5,7,0,0.0,21,92,51,26,10,15,4,5,0,0,67,0.297,1.08,2.8,2006-05-12,1.0,1983-12-27,19.3292265572,1.0,2006-05-18,6
40751,88518,hamelco01,7.0,5,5,4,4,2,2,1,3.64,29,102,73,47,11,15,13,12,1,0,51,0.117,0.9,-0.2,2007-08-10,1.0,1983-12-27,20.4052019165,1.0,2007-08-16,6
41256,112691,hammeja01,3.1,8,8,7,7,1,3,1,18.9,19,73,45,27,4,14,5,10,3,0,18,-0.386,0.93,-5.3,2006-04-11,1.0,1982-09-02,20.3942505133,1.0,2006-04-16,5
41636,49606,hammoch01,4.1,7,7,3,3,4,2,1,3.48,23,83,43,25,7,11,9,7,2,0,35,-0.114,1.06,-1.4,1998-05-12,1.0,1966-01-21,27.909650924,1.0,1998-05-17,5
41954,8651,hamptmi01,9.0,2,2,0,0,1,3,0,2.05,28,98,63,38,9,16,13,11,0,0,85,0.166,0.26,4.6,2005-05-08,1.0,1972-09-09,28.2162902122,1.0,2005-05-14,6
41955,59301,hamptmi01,2.1,1,1,0,0,2,2,0,1.96,9,40,22,8,4,10,5,0,0,0,55,0.132,1.33,1.2,2005-05-14,1.0,1972-09-09,28.2299794661,1.0,2005-05-31,17
41958,8727,hamptmi01,5.0,9,9,3,3,1,0,0,2.73,23,77,50,33,4,13,14,8,3,0,36,-0.142,0.96,-0.4,2005-08-14,1.0,1972-09-09,28.4490075291,1.0,2005-08-19,5
42004,8600,hancojo01,5.2,3,3,5,4,5,2,1,5.5,25,90,49,25,6,18,8,10,1,0,42,-0.222,1.04,-2.2,2004-09-22,1.0,1978-04-11,22.8528405202,1.0,2004-09-28,6
42771,30986,haranaa01,4.1,9,9,5,5,2,2,0,5.27,25,89,61,38,9,14,6,14,8,0,25,-0.301,1.4,-2.2,2004-05-27,1.0,1978-05-09,22.5051334702,1.0,2004-06-01,5
42908,31664,haranaa01,7.0,7,7,3,3,1,8,1,4.47,29,104,74,42,10,22,9,11,6,0,58,-0.011,1.07,0.6,2008-06-30,1.0,1978-05-09,26.0424366872,1.0,2008-07-08,8
43162,75268,harderi01,7.0,5,5,2,2,4,6,1,1.94,30,107,58,33,11,14,11,8,2,0,61,0.064,1.05,1.6,2005-05-08,1.0,1981-11-30,20.2464065708,1.0,2005-05-13,5
43179,83974,harderi01,8.0,5,5,3,3,2,2,1,3.58,31,111,71,44,11,16,14,13,2,0,60,0.126,1.08,1.3,2006-04-21,1.0,1981-11-30,21.0704996578,1.0,2006-04-26,5
43186,84118,harderi01,6.0,5,5,2,2,2,6,2,1.38,24,102,68,42,14,12,5,11,1,0,58,0.068,1.09,1.1,2007-04-09,1.0,1981-11-30,21.9055441478,1.0,2007-04-15,6
43187,84128,harderi01,6.0,5,5,1,1,2,7,0,1.42,22,93,56,33,13,10,6,7,2,0,63,0.25,1.27,2.5,2007-04-15,1.0,1981-11-30,21.9192334018,1.0,2007-07-07,83
43189,84282,harderi01,6.0,3,3,1,1,3,9,1,1.5,23,95,60,27,18,15,3,8,2,0,68,0.217,0.75,2.0,2008-03-26,1.0,1981-11-30,22.7378507871,1.0,2008-04-02,7
44051,30472,harnipe01,5.0,9,9,6,5,3,0,4,6.53,28,86,53,38,4,11,10,14,5,0,24,-0.338,0.53,-3.2,2001-05-02,1.0,1966-09-23,29.8973305955,1.0,2001-05-07,5
44065,112180,harpetr01,3.0,8,8,7,7,2,0,0,5.05,20,68,37,26,4,7,4,13,7,0,13,-0.421,0.81,-5.4,2002-09-06,1.0,1976-05-21,22.7159479808,1.0,2002-09-24,18
44520,161,hasegsh01,5.0,7,7,5,5,3,4,0,3.93,25,96,51,34,6,11,3,15,8,0,34,-0.169,0.87,-1.7,1997-09-27,1.0,1968-08-01,25.1882272416,1.0,1999-07-05,646
44673,67801,hawkila01,1.0,5,5,5,4,1,0,0,6.68,9,20,10,10,0,0,2,6,3,0,24,-0.284,0.98,-3.8,1999-09-25,1.0,1972-12-21,23.1184120465,1.0,1999-09-30,5
44830,30571,hayneji01,6.1,5,5,0,0,4,4,0,4.49,26,94,55,31,9,15,6,12,5,0,63,0.326,1.23,2.9,2001-08-18,1.0,1972-09-05,25.0102669405,1.0,2001-08-23,5
45347,3943,helliri01,2.1,4,4,5,5,2,0,2,4.7,13,40,22,14,1,7,3,8,0,0,27,-0.332,1.03,-3.6,2002-07-07,1.0,1970-12-15,27.266255989,1.0,2002-07-15,8
45389,64477,helliri01,6.0,5,5,3,3,3,5,0,2.51,24,93,56,38,9,9,7,10,2,0,52,-0.061,1.06,0.0,2005-09-22,1.0,1970-12-15,30.0396988364,1.0,2005-09-27,5
45582,112532,hendrma01,6.2,6,6,3,2,1,1,0,2.7,26,90,61,44,7,10,11,13,6,0,52,-0.02,0.97,0.3,2005-04-06,1.0,1974-06-23,26.598220397,1.0,2005-04-13,7
45612,112685,hendrma01,9.0,8,8,4,3,0,6,2,5.9,36,122,76,52,12,12,11,18,4,0,63,-0.081,0.98,0.7,2005-10-01,1.0,1974-06-23,27.0198494182,1.0,2006-04-06,187
45732,121440,hennse01,3.2,4,4,3,3,3,4,1,7.94,18,82,44,29,4,11,5,6,1,0,42,0.049,1.24,0.7,2006-09-20,1.0,1981-04-23,21.9520876112,1.0,2007-09-30,375
45860,96993,henslcl01,6.1,6,6,2,2,4,5,0,7.86,29,96,59,28,15,16,9,12,4,0,54,0.132,1.14,0.8,2007-04-27,1.0,1979-08-31,23.8932238193,1.0,2007-05-02,5
46181,46093,heredfe01,5.0,8,8,5,4,0,4,1,7.2,25,107,67,44,6,17,8,13,4,0,37,-0.272,0.65,-2.6,1998-04-01,1.0,1975-06-18,19.6878850103,1.0,1998-04-06,5
46313,58578,hergema01,6.0,7,7,4,4,5,4,1,3.56,27,100,61,36,10,15,7,11,5,0,41,-0.106,1.0,-0.8,2000-08-21,1.0,1970-04-01,26.2559890486,1.0,2000-08-26,5
46468,108983,hermadu01,6.0,4,4,1,1,3,6,1,4.33,26,110,66,34,5,27,10,7,2,0,63,0.157,0.67,2.2,2001-09-28,1.0,1972-12-21,24.8542094456,1.0,2001-10-06,8
46473,72678,hermadu01,6.0,4,4,1,1,1,2,0,4.37,23,93,57,38,5,14,12,8,3,0,61,0.182,1.19,2.3,2003-08-18,1.0,1972-12-21,26.4859685147,1.0,2003-08-23,5
46478,105041,hermadu01,5.2,3,3,1,1,2,6,0,1.54,21,83,51,25,9,17,4,9,4,0,63,0.173,1.0,1.7,2004-04-13,1.0,1972-12-21,27.0499657769,1.0,2004-04-20,7
46493,109414,hermadu01,6.2,3,3,2,2,1,5,1,4.29,24,95,56,29,8,19,5,13,2,0,64,0.293,0.64,1.3,2004-07-23,1.0,1972-12-21,27.2881587953,1.0,2004-07-28,5
46516,50299,hernaca03,2.0,4,4,5,5,3,2,1,4.43,14,52,29,15,5,9,3,5,3,0,27,-0.32,1.25,-3.9,2002-06-21,1.0,1980-04-22,19.1485284052,1.0,2002-07-01,10
46604,17483,hernafe02,9.0,1,1,0,0,2,6,0,0.0,29,111,69,34,9,26,17,4,1,0,89,0.543,0.88,5.3,2007-04-11,1.0,1986-04-08,18.1492128679,1.0,2007-04-18,7
46647,101470,hernafe02,7.1,6,6,4,3,1,9,1,2.87,29,107,76,37,12,27,10,9,0,0,60,0.069,1.23,-0.4,2008-06-17,1.0,1986-04-08,19.1731690623,1.0,2008-06-23,6
47491,112079,hernaor01,7.2,1,1,1,1,2,5,0,2.13,29,108,67,38,12,17,8,12,2,0,76,0.482,1.19,3.8,2002-05-09,1.0,1965-10-11,31.6002737851,1.0,2002-05-15,6
47528,112573,hernaor01,6.1,3,3,2,2,4,4,0,2.91,26,105,59,29,11,19,8,10,3,0,59,0.075,0.95,1.0,2005-05-11,1.0,1965-10-11,34.1957563313,1.0,2005-05-16,5
47531,39217,hernaor01,6.0,7,7,4,4,1,6,0,4.34,26,102,66,38,13,15,9,10,4,0,47,-0.01,1.01,-0.6,2005-06-08,1.0,1965-10-11,34.264202601,1.0,2005-06-14,6
47576,47556,hernaor01,7.0,3,3,2,1,2,10,0,3.24,26,103,63,28,14,21,8,6,2,0,73,-0.023,0.55,1.6,2007-04-19,1.0,1965-10-11,35.871321013,1.0,2007-04-24,5
47595,88541,hernaor01,3.0,6,6,5,5,1,2,3,3.32,16,67,37,24,4,9,1,12,4,0,28,-0.259,0.63,-3.4,2007-08-30,1.0,1965-10-11,36.1861738535,1.0,2007-09-11,12
47633,54700,hernaru03,6.1,5,5,5,3,3,4,1,2.04,28,95,60,37,5,18,8,13,3,0,48,-0.026,1.08,0.4,2003-05-09,1.0,1978-04-27,21.6262833676,1.0,2003-05-14,5
